"1984"	"1985"	"1986"	"1987"	"1988"	"1989"	"1990"	"1991"	"1992"	"1993"	"1994"	"1995"	"1996"	"1997"	"1998"	"1999"	"2000"	"2001"	"2002"	"2003"	"2004"	"2005"	"2006"	"2007"	"2008"	"2009"	"2010"	"2011"	"2012"	"2013"	"2014"	"2015"	"2016"	"2017"	"2018"	"2019"	"2020"	"2021"
207900	233100	624600	250200	233100	569700	784800	719100	726300	1359000	966600	693900	647100	351900	378900	443700	414000	530100	1022000	391500	285300	314100	243000	185400	340200	242100	355500	344700	252900	396900	376200	328500	206100	259200	267300	304200	411300	218700
271800	193500	580500	312300	259200	485100	759600	591300	719100	1373000	975600	733500	612000	342900	367200	536400	379800	554400	1136000	387000	262800	287100	247500	194400	294300	200700	396000	329400	201600	395100	396000	342000	297000	269100	211500	251100	378900	165600
257400	223200	525600	345600	235800	632700	819900	623700	738000	1428000	1005000	787500	649800	335700	325800	468900	429300	528300	1193000	432900	263700	279000	319500	180000	315000	203400	348300	326700	249300	431100	437400	351000	240300	209700	215100	294300	360900	143100
234900	263700	518400	306000	224100	702900	716400	603000	738900	1454000	848700	845100	657900	333900	355500	450900	387000	528300	1059000	415800	248400	267300	225900	189000	326700	194400	388800	316800	232200	430200	384300	387000	195300	275400	228600	347400	346500	212400
283500	206100	544500	383400	201600	785700	902700	707400	786600	1386000	950400	702900	610200	328500	336600	453600	405900	532800	1020000	375300	251100	288000	278100	162900	306900	194400	369900	319500	293400	477900	378900	369900	247500	240300	220500	258300	322200	235800
294300	230400	536400	345600	166500	595800	820800	533700	764100	1487000	887400	684900	637200	358200	367200	461700	417600	541800	1044000	423000	303300	292500	230400	175500	350100	223200	365400	315900	218700	488700	549900	318600	238500	293400	203400	230400	448200	185400
269100	305100	558900	300600	259200	663300	844200	675900	796500	1383000	974700	739800	637200	312300	351900	468000	400500	505800	1056000	365400	269100	293400	257400	180000	304200	194400	362700	330300	207900	425700	399600	316800	210600	257400	241200	306900	411300	165600
217800	228600	549900	269100	225900	481500	855900	785700	774000	1400000	1012000	810900	625500	317700	356400	461700	422100	498600	1067000	360900	282600	310500	225900	186300	323100	229500	349200	322200	209700	440100	474300	336600	237600	247500	286200	290700	432000	248400
249300	179100	486900	317700	297900	610200	763200	581400	756900	1258000	1007000	639900	618300	312300	394200	439200	400500	593100	1042000	389700	291600	287100	253800	175500	351900	243900	344700	333900	254700	407700	340200	396900	195300	230400	249300	300600	445500	153000
252900	280800	495000	262800	210600	629100	782100	645300	746100	1460000	937800	704700	611100	340200	369900	451800	406800	513000	1104000	406800	253800	273600	274500	165600	309600	192600	362700	312300	276300	455400	385200	403200	223200	200700	317700	275400	387900	198900
172800	265500	638100	204300	229500	501300	726300	539100	737100	1359000	1066000	701100	656100	328500	346500	464400	387000	525600	1128000	452700	243900	278100	260100	212400	358200	194400	371700	313200	249300	480600	412200	361800	203400	189900	209700	265500	478800	180900
215100	173700	667800	432000	192600	468900	724500	837000	765900	1282000	958500	651600	639900	325800	378900	450900	400500	503100	1033000	461700	261000	307800	237600	184500	290700	197100	355500	321300	207000	441000	325800	327600	243000	284400	237600	253800	294300	153900
228600	300600	638100	307800	220500	671400	731700	625500	739800	1293000	972000	698400	640800	307800	332100	440100	405900	539100	1052000	421200	269100	299700	209700	190800	310500	211500	346500	323100	223200	445500	402300	342900	228600	229500	310500	273600	355500	166500
287100	207900	630900	281700	269100	744300	779400	680400	906300	1319000	957600	679500	630900	344700	354600	468900	398700	501300	1013000	389700	313200	270000	259200	203400	293400	234900	370800	307800	200700	447300	371700	346500	251100	263700	220500	351900	448200	233100
234900	308700	543600	288000	192600	613800	860400	744300	719100	1341000	1020000	808200	611100	324000	365400	458100	408600	539100	1035000	385200	260100	263700	276300	165600	290700	207000	338400	309600	268200	462600	448200	302400	271800	239400	226800	228600	355500	147600
323100	283500	458100	300600	181800	619200	809100	621000	808200	1321000	947700	663300	628200	310500	415800	448200	376200	560700	1047000	423900	248400	269100	252000	168300	327600	197100	411300	355500	201600	441000	428400	328500	255600	246600	307800	285300	414000	175500
185400	181800	517500	282600	238500	603000	736200	643500	824400	1247000	1067000	696600	629100	324900	356400	441900	410400	589500	1065000	375300	282600	315900	231300	163800	293400	220500	394200	309600	189000	438300	310500	320400	203400	252900	229500	266400	323100	190800
279000	213300	523800	257400	189000	594000	893700	664200	850500	1264000	963000	678600	635400	326700	365400	462600	378000	531900	1183000	368100	269100	291600	237600	184500	320400	201600	365400	335700	243900	396000	414900	331200	249300	218700	253800	269100	350100	171000
233100	242100	486000	275400	182700	634500	823500	616500	761400	1383000	1045000	754200	618300	333900	372600	443700	395100	534600	1078000	389700	255600	342900	279000	199800	355500	228600	378000	319500	252900	412200	374400	389700	261000	215100	216900	253800	332100	183600
423000	272700	621000	365400	225000	571500	798300	599400	723600	1347000	1097000	701100	606600	352800	373500	473400	529200	561600	1072000	408600	257400	280800	253800	161100	345600	200700	369900	309600	233100	436500	382500	369000	302400	224100	257400	276300	350100	159300
213300	186300	643500	267300	244800	567000	699300	568800	787500	1336000	1159000	707400	602100	319500	350100	437400	422100	495900	1013000	444600	265500	284400	252000	190800	343800	213300	379800	354600	243000	464400	410400	339300	268200	307800	243000	252900	395100	175500
207000	259200	489600	347400	281700	531000	1162000	611100	846000	1354000	929700	755100	671400	317700	352800	465300	490500	509400	1081000	378000	257400	299700	269100	180900	300600	199800	379800	319500	270000	540000	413100	340200	229500	281700	240300	288000	378000	277200
206100	304200	532800	285300	216000	671400	988200	624600	787500	1344000	1114000	682200	635400	350100	362700	514800	402300	506700	1158000	403200	278100	308700	251100	181800	279900	215100	413100	312300	245700	422100	434700	297000	272700	222300	274500	254700	354600	184500
313200	236700	450900	414900	254700	584100	816300	646200	828900	1410000	1100000	660600	606600	319500	346500	462600	434700	545400	979200	401400	241200	343800	301500	188100	324000	197100	328500	297900	286200	378900	386100	277200	209700	220500	282600	321300	480600	193500
305100	205200	459900	268200	216900	582300	822600	617400	777600	1321000	814500	653400	630000	315000	339300	430200	407700	496800	1091000	368100	272700	279900	245700	213300	326700	182700	387000	350100	328500	424800	439200	347400	249300	220500	263700	287100	375300	218700
233100	192600	655200	273600	233100	639900	856800	702900	789300	1436000	984600	732600	616500	315000	365400	489600	480600	567000	1049000	391500	238500	296100	269100	174600	330300	232200	392400	330300	234900	410400	398700	344700	243900	217800	248400	288000	471600	199800
178200	254700	671400	314100	204300	642600	762300	604800	792900	1301000	923400	696600	618300	340200	342000	428400	409500	570600	1041000	430200	255600	306000	247500	181800	300600	189900	353700	306000	189900	404100	350100	332100	248400	235800	233100	260100	378000	192600
335700	194400	606600	239400	335700	552600	716400	707400	718200	1281000	980100	662400	608400	319500	330300	433800	438300	564300	1013000	382500	262800	301500	233100	195300	311400	207900	446400	300600	192600	413100	353700	292500	224100	265500	248400	309600	524700	186300
236700	306900	472500	277200	210600	802800	777600	647100	921600	1292000	1007000	669600	623700	312300	367200	534600	400500	565200	1148000	455400	266400	308700	221400	172800	324000	189900	367200	300600	228600	400500	349200	321300	196200	224100	243000	253800	392400	197100
259200	230400	631800	277200	248400	488700	727200	663300	763200	1313000	934200	660600	668700	315000	356400	415800	408600	576000	1033000	382500	284400	332100	267300	179100	302400	182700	348300	298800	227700	451800	386100	306900	229500	207900	248400	363600	406800	173700
220500	244800	531900	261900	197100	571500	827100	658800	793800	1436000	1028000	688500	621000	346500	391500	432000	450900	586800	1062000	418500	275400	380700	297000	178200	337500	198900	364500	293400	211500	467100	411300	428400	233100	236700	230400	337500	406800	193500
207000	247500	616500	320400	251100	693900	886500	709200	717300	1539000	927000	684000	630000	324000	358200	417600	387000	519300	1094000	391500	311400	304200	279900	196200	301500	231300	346500	361800	267300	400500	352800	313200	252000	215100	226800	299700	336600	160200
243900	306000	591300	308700	319500	637200	775800	576900	749700	1465000	1040000	684900	611100	350100	378000	461700	411300	512100	1032000	431100	234900	288900	237600	185400	322200	189900	352800	288900	230400	433800	357300	327600	273600	240300	239400	296100	460800	153000
371700	202500	665100	387000	226800	669600	755100	585900	756000	1424000	1235000	700200	615600	315000	356400	434700	425700	506700	1075000	453600	280800	275400	252000	195300	324000	182700	370800	307800	207900	440100	441000	412200	262800	234900	260100	272700	541800	200700
146700	207900	515700	273600	205200	684900	808200	675000	729000	1400000	1107000	773100	646200	328500	354600	443700	470700	501300	1065000	375300	305100	337500	271800	195300	311400	191700	333000	293400	295200	519300	453600	344700	220500	253800	300600	315000	388800	168300
244800	444600	524700	264600	279900	872100	928800	666900	822600	1248000	937800	702900	629100	340200	333000	464400	480600	531000	1006000	405900	266400	316800	250200	177300	352800	212400	378900	361800	300600	456300	349200	373500	192600	243900	214200	242100	485100	181800
467100	280800	610200	406800	242100	484200	834300	578700	738900	1347000	909900	704700	657000	342900	345600	438300	432000	527400	1078000	402300	280800	319500	246600	156600	288900	195300	321300	309600	216900	408600	427500	311400	222300	313200	251100	258300	344700	189900
342000	288000	578700	264600	245700	617400	828000	603900	779400	1291000	990000	779400	603900	392400	359100	428400	450000	601200	1004000	406800	276300	290700	268200	222300	315900	197100	351000	315000	167400	417600	531000	429300	179100	218700	255600	289800	570600	184500
229500	209700	514800	333000	200700	580500	708300	693900	705600	1332000	1037000	612000	599400	317700	349200	415800	439200	521100	1011000	389700	290700	330300	276300	189000	397800	225000	365400	343800	218700	501300	393300	323100	285300	227700	284400	245700	437400	178200
286200	331200	677700	350100	344700	817200	734400	621900	693900	1365000	972900	683100	656100	333900	366300	475200	442800	557100	1067000	441000	317700	360900	267300	215100	314100	218700	378900	408600	311400	449100	378900	337500	221400	236700	297000	263700	378900	225900
280800	183600	648000	233100	207900	560700	830700	598500	849600	1320000	917100	689400	637200	307800	336600	442800	364500	572400	1143000	442800	310500	309600	199800	162000	321300	211500	379800	308700	242100	478800	498600	361800	288900	350100	266400	277200	395100	214200
218700	207000	500400	199800	193500	603000	719100	608400	772200	1451000	1003000	683100	659700	350100	346500	444600	423900	567000	1070000	371700	271800	307800	295200	193500	311400	216000	391500	306900	176400	425700	401400	342000	239400	244800	240300	265500	477000	182700
184500	252900	576900	352800	324900	726300	745200	578700	742500	1419000	1053000	660600	619200	338400	345600	471600	373500	550800	1114000	408600	285300	296100	261900	172800	300600	182700	363600	286200	216000	423000	330300	351900	245700	215100	224100	244800	396000	173700
264600	213300	552600	361800	242100	663300	737100	852300	704700	1289000	993600	834300	616500	332100	364500	509400	418500	514800	1057000	365400	295200	291600	261900	183600	333900	219600	396900	318600	234000	491400	324000	325800	183600	347400	245700	384300	419400	177300
347400	216000	629100	216000	277200	716400	705600	688500	809100	1313000	990900	802800	632700	310500	422100	442800	415800	507600	1054000	423000	275400	316800	252900	178200	335700	219600	342000	322200	319500	441000	354600	344700	234000	260100	301500	267300	406800	176400
171900	225900	548100	305100	320400	527400	895500	640800	893700	1257000	882900	729000	628200	331200	378000	429300	370800	506700	967500	365400	246600	272700	290700	204300	286200	198900	327600	330300	231300	447300	432900	336600	238500	253800	204300	260100	498600	246600
318600	247500	528300	346500	244800	593100	837900	739800	772200	1321000	953100	682200	680400	307800	359100	474300	396000	522000	1056000	385200	282600	314100	224100	165600	298800	236700	357300	357300	189900	483300	354600	398700	230400	296100	245700	262800	373500	166500
234000	209700	621900	244800	243000	775800	738900	572400	914400	1502000	1016000	666000	609300	328500	355500	466200	399600	589500	1004000	431100	276300	337500	259200	165600	315900	210600	420300	315000	241200	464400	428400	409500	217800	316800	218700	264600	484200	220500
370800	183600	533700	335700	252000	720000	892800	680400	745200	1437000	1012000	663300	602100	338400	357300	437400	426600	491400	1193000	389700	269100	270900	238500	219600	311400	232200	369000	341100	198000	444600	407700	306900	251100	215100	250200	294300	352800	181800
255600	192600	694800	367200	351000	634500	837000	641700	882000	1408000	998100	747000	661500	345600	365400	460800	388800	581400	1032000	407700	276300	308700	225000	260100	341100	248400	360900	297900	207000	419400	338400	279900	198900	232200	209700	283500	358200	148500
